tick,health,armor,ammo_bullets,ammo_shells,ammo_cells,ammo_rockets,pos_x,pos_y,pos_z,mom_x,mom_y,mom_z,speed,health_delta,ammo_bullets_delta,ammo_shells_delta,ammo_cells_delta,ammo_rockets_delta,distance_delta,damage_count,attack_down,cheats_flag,god_mode,noclip,infinite_ammo,speedhack,damage_attempts,shots_fired,player_state
768,100,0,50,0,0,0,-379,-1454,0,-1543500,920430,0,27.4216,0,0,0,0,0,111.4206,0,0,256,0,0,0,1,0,0,0
770,100,0,50,0,0,0,-422,-1428,0,-1038870,619290,0,18.4548,0,0,0,0,0,49.9172,0,0,256,0,0,0,1,0,0,0
773,100,0,50,0,0,0,-429,-1411,0,0,182910,0,2.7910,0,0,0,0,0,18.0665,0,0,256,0,0,0,1,0,0,0
775,100,0,50,0,0,0,-429,-1406,0,0,122850,0,1.8745,0,0,0,0,0,5.0789,0,0,256,0,0,0,1,0,0,0
778,100,0,50,0,0,0,-429,-1402,0,188050,-93094,0,3.2018,0,0,0,0,0,4.6655,0,0,256,0,0,0,1,0,0,0
780,100,0,50,0,0,0,-417,-1405,0,1136767,-165543,0,17.5286,0,0,0,0,0,12.6647,0,0,256,0,0,0,1,0,0,0
783,100,0,50,0,0,0,-337,-1415,0,2293760,-367318,0,35.4459,0,0,0,0,0,80.1779,0,0,256,0,0,0,1,0,0,0
785,73,0,50,0,0,0,-296,-1431,0,2293760,-702712,0,36.6056,-27,0,0,0,0,44.4289,25,0,256,0,0,0,1,2,0,0
788,73,0,50,0,0,0,-191,-1462,0,2293760,-568333,0,36.0584,0,0,0,0,0,109.3294,22,0,256,0,0,0,1,0,0,0
790,73,0,50,0,0,0,-127,-1477,0,1543500,-382620,0,24.2648,0,0,0,0,0,65.6382,20,0,256,0,0,0,1,0,0,0
793,73,0,50,0,0,0,-84,-1492,0,0,-202650,0,3.0922,0,0,0,0,0,45.3894,17,0,256,0,0,0,1,0,0,0
795,73,0,50,0,0,0,-84,-1497,0,0,-136500,0,2.0828,0,0,0,0,0,5.6300,15,0,256,0,0,0,1,0,0,0
798,73,0,50,0,0,0,-84,-1503,0,0,-75810,0,1.1568,0,0,0,0,0,5.2007,12,0,256,0,0,0,1,0,0,0
800,73,0,50,0,0,0,-84,-1505,0,0,-51240,0,0.7819,0,0,0,0,0,2.1085,10,0,256,0,0,0,1,0,0,0
803,73,0,50,0,0,0,-84,-1503,0,69699,405150,0,6.2729,0,0,0,0,0,1.7103,7,0,256,0,0,0,1,0,0,0
805,73,0,50,0,0,0,-84,-1486,0,69699,1145085,0,17.5049,0,0,0,0,0,16.9740,5,0,256,0,0,0,1,0,0,0
808,73,0,50,0,0,0,-96,-1419,0,-978289,2293760,0,38.0504,0,0,0,0,0,68.1583,2,0,256,0,0,0,1,0,0,0
810,73,0,50,0,0,0,-134,-1349,0,-1200570,1881600,0,34.0575,0,0,0,0,0,79.2983,0,0,256,0,0,0,1,0,0,0
813,73,0,50,0,0,0,-179,-1278,0,-662970,1038450,0,18.7993,0,0,0,0,0,84.9143,0,0,256,0,0,0,1,0,0,0
815,73,0,50,0,0,0,-198,-1249,0,-729819,784516,0,16.3497,0,0,0,0,0,34.2200,0,0,256,0,0,0,1,0,0,0
818,73,0,50,0,0,0,-235,-1217,0,-643650,471660,0,12.1760,0,0,0,0,0,49.0909,0,0,256,0,0,0,1,0,0,0
820,73,0,50,0,0,0,-253,-1204,0,-433440,317310,0,8.1966,0,0,0,0,0,22.1652,0,0,256,0,0,0,1,0,0,0
823,73,0,50,0,0,0,-270,-1192,0,-373918,-7549,0,5.7067,0,0,0,0,0,20.4388,0,0,256,0,0,0,1,0,0,0
825,73,0,50,0,0,0,-283,-1197,0,-598930,-613903,0,13.0870,0,0,0,0,0,13.6664,0,0,256,0,0,0,1,0,0,0
828,73,0,50,0,0,0,-306,-1220,0,-330750,-339150,0,7.2285,0,0,0,0,0,32.6357,0,0,256,0,0,0,1,0,0,0
830,73,0,50,0,0,0,-315,-1229,0,-222600,-228270,0,4.8651,0,0,0,0,0,13.1586,0,0,256,0,0,0,1,0,0,0
833,73,0,50,0,0,0,-314,-1243,0,595305,-482272,0,11.6904,0,0,0,0,0,13.8054,0,0,256,0,0,0,1,0,0,0
835,73,0,50,0,0,0,-290,-1260,0,1503111,-764925,0,25.7347,0,0,0,0,0,29.5197,0,0,256,0,0,0,1,0,0,0
838,73,0,50,0,0,0,-200,-1304,0,2293760,-1485115,0,41.6956,0,0,0,0,0,100.6413,0,0,256,0,0,0,1,0,0,0
840,73,0,50,0,0,0,-130,-1359,0,2293760,-2293760,0,49.4975,0,0,0,0,0,88.9685,0,0,256,0,0,0,1,0,0,0
